"ImageScalars","vtkValidPointMask","vtkGhostType"
3.0617,1,0
6.2229,1,0
9.9864,1,0
0.30493,1,0
1.67,1,0
3.3943,1,0
9.9629,1,0
0.30421,1,0
0.27833,1,0
0.56572,1,0
10.177,1,0
0.31073,1,0
0,1,0
0,1,0
10.449,1,0
0.31907,1,0
0,1,0
0,1,0
10.722,1,0
0.3274,1,0
0,1,0
0,1,0
10.995,1,0
0.33574,1,0
0,1,0
0,1,0
10.718,1,0
0.32726,1,0
0,1,0
0,1,0
10.073,1,0
0.30757,1,0
0,1,0
0,1,0
9.4284,1,0
0.28789,1,0
0,1,0
0,1,0
8.7837,1,0
0.2682,1,0
0,1,0
0,1,0
8.6152,1,0
0.26306,1,0
0,1,0
0,1,0
9.1611,1,0
0.27973,1,0
0,1,0
0,1,0
9.707,1,0
0.2964,1,0
0,1,0
0,1,0
10.253,1,0
0.31306,1,0
0,1,0
0,1,0
10.824,1,0
0.33052,1,0
2.2415,1,0
4.5559,1,0
10.74,1,0
0.32794,1,0
1.7078,1,0
3.4712,1,0
10.656,1,0
0.32536,1,0
1.1741,1,0
2.3864,1,0
10.571,1,0
0.32279,1,0
0.64043,1,0
1.3017,1,0
10.487,1,0
0.32021,1,0
0.10674,1,0
0.21695,1,0
10.493,1,0
0.32041,1,0
0,1,0
0,1,0
10.523,1,0
0.3213,1,0
0,1,0
0,1,0
10.552,1,0
0.32219,1,0
0,1,0
0,1,0
10.581,1,0
0.32309,1,0
0,1,0
0,1,0
10.535,1,0
0.32168,1,0
0,1,0
0,1,0
10.439,1,0
0.31873,1,0
0,1,0
0,1,0
10.342,1,0
0.31579,1,0
0,1,0
0,1,0
10.246,1,0
0.31285,1,0
0,1,0
0,1,0
10.211,1,0
0.3118,1,0
0,1,0
0,1,0
10.27,1,0
0.31358,1,0
0,1,0
0,1,0
10.328,1,0
0.31537,1,0
0,1,0
0,1,0
10.387,1,0
0.31716,1,0
0,1,0
0,1,0
12.269,1,0
0.37463,1,0
0,1,0
0,1,0
11.916,1,0
0.36386,1,0
0,1,0
0,1,0
11.564,1,0
0.35309,1,0
0,1,0
0,1,0
11.211,1,0
0.34233,1,0
0,1,0
0,1,0
10.859,1,0
0.33156,1,0
0,1,0
0,1,0
10.764,1,0
0.32867,1,0
0,1,0
0,1,0
10.734,1,0
0.32775,1,0
0,1,0
0,1,0
10.704,1,0
0.32683,1,0
0,1,0
0,1,0
10.673,1,0
0.32591,1,0
0,1,0
0,1,0
10.808,1,0
0.33002,1,0
0,1,0
0,1,0
11.053,1,0
0.33749,1,0
0,1,0
0,1,0
11.297,1,0
0.34496,1,0
0,1,0
0,1,0
11.542,1,0
0.35243,1,0
0,1,0
0,1,0
11.6,1,0
0.3542,1,0
0,1,0
0,1,0
11.379,1,0
0.34744,1,0
0,1,0
0,1,0
11.157,1,0
0.34067,1,0
0,1,0
0,1,0
10.935,1,0
0.3339,1,0
0,1,0
0,1,0
14.828,1,0
0.45275,1,0
0,1,0
0,1,0
13.866,1,0
0.42338,1,0
0,1,0
0,1,0
12.904,1,0
0.39402,1,0
0,1,0
0,1,0
11.942,1,0
0.36465,1,0
0,1,0
0,1,0
10.981,1,0
0.33528,1,0
0,1,0
0,1,0
10.959,1,0
0.33463,1,0
0,1,0
0,1,0
11.172,1,0
0.34114,1,0
0,1,0
0,1,0
11.386,1,0
0.34766,1,0
0,1,0
0,1,0
11.599,1,0
0.35418,1,0
0,1,0
0,1,0
11.832,1,0
0.36127,1,0
0,1,0
0,1,0
12.076,1,0
0.36874,1,0
0,1,0
0,1,0
12.321,1,0
0.37621,1,0
0,1,0
0,1,0
12.565,1,0
0.38368,1,0
0,1,0
0,1,0
12.648,1,0
0.3862,1,0
0,1,0
0,1,0
12.487,1,0
0.38129,1,0
0,1,0
0,1,0
12.327,1,0
0.37638,1,0
0,1,0
0,1,0
12.166,1,0
0.37148,1,0
0,1,0
0,1,0
15.208,1,0
0.46438,1,0
0,1,0
0,1,0
14.314,1,0
0.43706,1,0
0,1,0
0,1,0
13.419,1,0
0.40974,1,0
0,1,0
0,1,0
12.525,1,0
0.38243,1,0
0,1,0
0,1,0
11.63,1,0
0.35511,1,0
0,1,0
0,1,0
11.672,1,0
0.35641,1,0
0,1,0
0,1,0
11.949,1,0
0.36486,1,0
0,1,0
0,1,0
12.226,1,0
0.37331,1,0
0,1,0
0,1,0
12.503,1,0
0.38176,1,0
0,1,0
0,1,0
12.693,1,0
0.38756,1,0
0,1,0
0,1,0
12.825,1,0
0.39159,1,0
0,1,0
0,1,0
12.956,1,0
0.39562,1,0
0,1,0
0,1,0
13.088,1,0
0.39964,1,0
0,1,0
0,1,0
13.101,1,0
0.40002,1,0
0,1,0
0,1,0
12.933,1,0
0.3949,1,0
0,1,0
0,1,0
12.766,1,0
0.38979,1,0
0,1,0
0,1,0
12.598,1,0
0.38468,1,0
0,1,0
0,1,0
11.882,1,0
0.36281,1,0
0,1,0
0,1,0
12.206,1,0
0.3727,1,0
0,1,0
0,1,0
12.53,1,0
0.38259,1,0
0,1,0
0,1,0
12.853,1,0
0.39247,1,0
0,1,0
0,1,0
13.177,1,0
0.40236,1,0
0,1,0
0,1,0
13.269,1,0
0.40515,1,0
0,1,0
0,1,0
13.302,1,0
0.40616,1,0
0,1,0
0,1,0
13.335,1,0
0.40717,1,0
0,1,0
0,1,0
13.368,1,0
0.40818,1,0
0,1,0
0,1,0
13.277,1,0
0.40542,1,0
0,1,0
0,1,0
13.105,1,0
0.40014,1,0
0,1,0
0,1,0
12.932,1,0
0.39487,1,0
0,1,0
0,1,0
12.759,1,0
0.3896,1,0
0,1,0
0,1,0
12.54,1,0
0.3829,1,0
0,1,0
0,1,0
12.251,1,0
0.37407,1,0
0,1,0
0,1,0
11.962,1,0
0.36524,1,0
0,1,0
0,1,0
11.672,1,0
0.35641,1,0
0,1,0
0,1,0
10.595,1,0
0.32351,1,0
0,1,0
0,1,0
11.343,1,0
0.34634,1,0
0,1,0
0,1,0
12.09,1,0
0.36917,1,0
0,1,0
0,1,0
12.838,1,0
0.39201,1,0
0,1,0
0,1,0
13.586,1,0
0.41484,1,0
0,1,0
0,1,0
13.673,1,0
0.4175,1,0
0,1,0
0,1,0
13.595,1,0
0.41511,1,0
0,1,0
0,1,0
13.517,1,0
0.41272,1,0
0,1,0
0,1,0
13.439,1,0
0.41034,1,0
0,1,0
0,1,0
13.266,1,0
0.40508,1,0
0,1,0
0,1,0
13.032,1,0
0.39792,1,0
0,1,0
0,1,0
12.797,1,0
0.39076,1,0
0,1,0
0,1,0
12.563,1,0
0.3836,1,0
0,1,0
0,1,0
12.293,1,0
0.37536,1,0
0,1,0
0,1,0
11.97,1,0
0.3655,1,0
0,1,0
0,1,0
11.647,1,0
0.35564,1,0
0,1,0
0,1,0
11.325,1,0
0.34579,1,0
0,1,0
0,1,0
12.898,1,0
0.39382,1,0
0,1,0
0,1,0
12.671,1,0
0.38689,1,0
0,1,0
0,1,0
12.444,1,0
0.37996,1,0
0,1,0
0,1,0
12.217,1,0
0.37303,1,0
0,1,0
0,1,0
11.99,1,0
0.36611,1,0
0,1,0
0,1,0
11.98,1,0
0.36579,1,0
0,1,0
0,1,0
12.023,1,0
0.36712,1,0
0,1,0
0,1,0
12.067,1,0
0.36845,1,0
0,1,0
0,1,0
12.11,1,0
0.36979,1,0
0,1,0
0,1,0
12.207,1,0
0.37272,1,0
0,1,0
0,1,0
12.337,1,0
0.37672,1,0
0,1,0
0,1,0
12.468,1,0
0.38072,1,0
0,1,0
0,1,0
12.599,1,0
0.38471,1,0
0,1,0
0,1,0
12.598,1,0
0.38466,1,0
0,1,0
0,1,0
12.397,1,0
0.37852,1,0
0,1,0
0,1,0
12.196,1,0
0.37238,1,0
0,1,0
0,1,0
11.995,1,0
0.36625,1,0
0,1,0
0,1,0
13.75,1,0
0.41984,1,0
0,1,0
0,1,0
13.131,1,0
0.40094,1,0
0,1,0
0,1,0
12.512,1,0
0.38205,1,0
0,1,0
0,1,0
11.893,1,0
0.36316,1,0
0,1,0
0,1,0
11.275,1,0
0.34426,1,0
0,1,0
0,1,0
11.128,1,0
0.33978,1,0
0,1,0
0,1,0
11.099,1,0
0.3389,1,0
0,1,0
0,1,0
11.07,1,0
0.33802,1,0
0,1,0
0,1,0
11.042,1,0
0.33715,1,0
0,1,0
0,1,0
11.289,1,0
0.3447,1,0
0,1,0
0,1,0
11.721,1,0
0.35788,1,0
0,1,0
0,1,0
12.152,1,0
0.37107,1,0
0,1,0
0,1,0
12.584,1,0
0.38425,1,0
0,1,0
0,1,0
12.777,1,0
0.39014,1,0
0,1,0
0,1,0
12.611,1,0
0.38508,1,0
0,1,0
0,1,0
12.446,1,0
0.38003,1,0
0,1,0
0,1,0
12.28,1,0
0.37498,1,0
0,1,0
0,1,0
11.959,1,0
0.36515,1,0
0,1,0
0,1,0
12.01,1,0
0.36672,1,0
0,1,0
0,1,0
12.061,1,0
0.36829,1,0
0,1,0
0,1,0
12.113,1,0
0.36985,1,0
0,1,0
0,1,0
12.164,1,0
0.37142,1,0
0,1,0
0,1,0
11.81,1,0
0.36061,1,0
0,1,0
0,1,0
11.355,1,0
0.34671,1,0
0,1,0
0,1,0
10.9,1,0
0.33282,1,0
0,1,0
0,1,0
10.445,1,0
0.31892,1,0
0,1,0
0,1,0
10.631,1,0
0.32461,1,0
0,1,0
0,1,0
11.246,1,0
0.34338,1,0
0,1,0
0,1,0
11.86,1,0
0.36214,1,0
0,1,0
0,1,0
12.474,1,0
0.3809,1,0
0,1,0
0,1,0
12.728,1,0
0.38865,1,0
0,1,0
0,1,0
12.441,1,0
0.37987,1,0
0,1,0
0,1,0
12.154,1,0
0.3711,1,0
0,1,0
0,1,0
11.866,1,0
0.36233,1,0
0,1,0
0,1,0
10.877,1,0
0.33212,1,0
0,1,0
0,1,0
11.24,1,0
0.34319,1,0
0,1,0
0,1,0
11.602,1,0
0.35426,1,0
0,1,0
0,1,0
11.965,1,0
0.36534,1,0
0,1,0
0,1,0
12.327,1,0
0.37641,1,0
0,1,0
0,1,0
11.982,1,0
0.36585,1,0
0,1,0
0,1,0
11.459,1,0
0.34989,1,0
0,1,0
0,1,0
10.936,1,0
0.33392,1,0
0,1,0
0,1,0
10.413,1,0
0.31796,1,0
0,1,0
0,1,0
10.505,1,0
0.32076,1,0
0,1,0
0,1,0
11.007,1,0
0.33608,1,0
0,1,0
0,1,0
11.509,1,0
0.3514,1,0
0,1,0
0,1,0
12.01,1,0
0.36672,1,0
0,1,0
0,1,0
12.156,1,0
0.37118,1,0
0,1,0
0,1,0
11.768,1,0
0.35933,1,0
0,1,0
0,1,0
11.38,1,0
0.34748,1,0
0,1,0
0,1,0
10.992,1,0
0.33563,1,0
0,1,0
0,1,0
11.133,1,0
0.33993,1,0
0,1,0
0,1,0
11.13,1,0
0.33984,1,0
0,1,0
0,1,0
11.127,1,0
0.33976,1,0
0,1,0
0,1,0
11.124,1,0
0.33967,1,0
0,1,0
0,1,0
11.121,1,0
0.33958,1,0
0,1,0
0,1,0
11.19,1,0
0.34167,1,0
0,1,0
0,1,0
11.276,1,0
0.34431,1,0
0,1,0
0,1,0
11.362,1,0
0.34694,1,0
0,1,0
0,1,0
11.449,1,0
0.34958,1,0
0,1,0
0,1,0
11.382,1,0
0.34755,1,0
0,1,0
0,1,0
11.214,1,0
0.34241,1,0
0,1,0
0,1,0
11.046,1,0
0.33727,1,0
0,1,0
0,1,0
10.877,1,0
0.33213,1,0
0,1,0
0,1,0
10.597,1,0
0.32356,1,0
0,1,0
0,1,0
10.148,1,0
0.30985,1,0
0,1,0
0,1,0
9.6986,1,0
0.29614,1,0
0,1,0
0,1,0
9.2496,1,0
0.28243,1,0
0,1,0
0,1,0
11.129,1,0
0.33981,1,0
0,1,0
0,1,0
10.905,1,0
0.33297,1,0
0,1,0
0,1,0
10.681,1,0
0.32613,1,0
0,1,0
0,1,0
10.457,1,0
0.31929,1,0
0,1,0
0,1,0
10.233,1,0
0.31245,1,0
0,1,0
0,1,0
10.447,1,0
0.319,1,0
0,1,0
0,1,0
10.772,1,0
0.3289,1,0
0,1,0
0,1,0
11.096,1,0
0.3388,1,0
0,1,0
0,1,0
11.42,1,0
0.3487,1,0
0,1,0
0,1,0
11.282,1,0
0.34448,1,0
0,1,0
0,1,0
10.835,1,0
0.33085,1,0
0,1,0
0,1,0
10.389,1,0
0.31721,1,0
0,1,0
0,1,0
9.9421,1,0
0.30358,1,0
0,1,0
0,1,0
9.5115,1,0
0.29043,1,0
0,1,0
0,1,0
9.1047,1,0
0.27801,1,0
0,1,0
0,1,0
8.6979,1,0
0.26559,1,0
0,1,0
0,1,0
8.2912,1,0
0.25317,1,0
0,1,0
0,1,0
10.617,1,0
0.32418,1,0
0,1,0
0,1,0
10.454,1,0
0.3192,1,0
0,1,0
0,1,0
10.291,1,0
0.31422,1,0
0,1,0
0,1,0
10.128,1,0
0.30924,1,0
0,1,0
0,1,0
9.9646,1,0
0.30426,1,0
0,1,0
0,1,0
9.8016,1,0
0.29928,1,0
0,1,0
0,1,0
9.6385,1,0
0.2943,1,0
0,1,0
0,1,0
9.4754,1,0
0.28932,1,0
0,1,0
0,1,0
9.3123,1,0
0.28434,1,0
0,1,0
0,1,0
9.2715,1,0
0.2831,1,0
0,1,0
0,1,0
9.3123,1,0
0.28434,1,0
0,1,0
0,1,0
9.3531,1,0
0.28559,1,0
0,1,0
0,1,0
9.3938,1,0
0.28683,1,0
0,1,0
0,1,0
9.3531,1,0
0.28559,1,0
0,1,0
0,1,0
9.19,1,0
0.28061,1,0
0,1,0
0,1,0
9.0269,1,0
0.27563,1,0
0,1,0
0,1,0
8.8638,1,0
0.27065,1,0
0,1,0
0,1,0
10.613,1,0
0.32406,1,0
0,1,0
0,1,0
10.35,1,0
0.31602,1,0
0,1,0
0,1,0
10.086,1,0
0.30798,1,0
0,1,0
0,1,0
9.8229,1,0
0.29994,1,0
0,1,0
0,1,0
9.5596,1,0
0.2919,1,0
0,1,0
0,1,0
9.2767,1,0
0.28326,1,0
0,1,0
0,1,0
8.9889,1,0
0.27447,1,0
0,1,0
0,1,0
8.7011,1,0
0.26568,1,0
0,1,0
0,1,0
8.4133,1,0
0.25689,1,0
0,1,0
0,1,0
8.4579,1,0
0.25826,1,0
0,1,0
0,1,0
8.7241,1,0
0.26639,1,0
0,1,0
0,1,0
8.9903,1,0
0.27451,1,0
0,1,0
0,1,0
9.2566,1,0
0.28264,1,0
0,1,0
0,1,0
9.4566,1,0
0.28875,1,0
0,1,0
0,1,0
9.5573,1,0
0.29183,1,0
0,1,0
0,1,0
9.658,1,0
0.2949,1,0
0,1,0
0,1,0
9.7588,1,0
0.29798,1,0
0,1,0
0,1,0
11.636,1,0
0.35531,1,0
0,1,0
0,1,0
10.947,1,0
0.33425,1,0
0,1,0
0,1,0
10.257,1,0
0.31319,1,0
0,1,0
0,1,0
9.5671,1,0
0.29213,1,0
0,1,0
0,1,0
8.8773,1,0
0.27106,1,0
0,1,0
0,1,0
8.9965,1,0
0.2747,1,0
0,1,0
0,1,0
9.3179,1,0
0.28451,1,0
0,1,0
0,1,0
9.6392,1,0
0.29433,1,0
0,1,0
0,1,0
9.9606,1,0
0.30414,1,0
0,1,0
0,1,0
10.066,1,0
0.30736,1,0
0,1,0
0,1,0
10.028,1,0
0.30619,1,0
0,1,0
0,1,0
9.9894,1,0
0.30502,1,0
0,1,0
0,1,0
9.951,1,0
0.30385,1,0
0,1,0
0,1,0
10.09,1,0
0.3081,1,0
0,1,0
0,1,0
10.495,1,0
0.32047,1,0
0,1,0
0,1,0
10.901,1,0
0.33285,1,0
0,1,0
0,1,0
11.306,1,0
0.34522,1,0
0,1,0
0,1,0
12.825,1,0
0.3916,1,0
1.396,1,0
2.8374,1,0
11.886,1,0
0.36293,1,0
1.0636,1,0
2.1618,1,0
10.947,1,0
0.33425,1,0
0.73123,1,0
1.4862,1,0
10.007,1,0
0.30557,1,0
0.39885,1,0
0.81068,1,0
9.0682,1,0
0.27689,1,0
0.066476,1,0
0.13511,1,0
9.4675,1,0
0.28908,1,0
0.29545,1,0
0.6005,1,0
10.201,1,0
0.31149,1,0
0.66476,1,0
1.3511,1,0
10.935,1,0
0.3339,1,0
1.0341,1,0
2.1018,1,0
11.669,1,0
0.35631,1,0
1.4034,1,0
2.8524,1,0
11.792,1,0
0.36007,1,0
1.3295,1,0
2.7023,1,0
11.508,1,0
0.3514,1,0
0.9602,1,0
1.9516,1,0
11.224,1,0
0.34273,1,0
0.59089,1,0
1.201,1,0
10.94,1,0
0.33406,1,0
0.22159,1,0
0.45038,1,0
10.975,1,0
0.33513,1,0
0.15511,1,0
0.31526,1,0
11.489,1,0
0.3508,1,0
0.54288,1,0
1.1034,1,0
12.002,1,0
0.36647,1,0
0.93066,1,0
1.8916,1,0
12.515,1,0
0.38214,1,0
1.3184,1,0
2.6797,1,0
14.36,1,0
0.43848,1,0
5.7201,1,0
11.626,1,0
13.543,1,0
0.41352,1,0
4.3582,1,0
8.8581,1,0
12.725,1,0
0.38856,1,0
2.9963,1,0
6.09,1,0
11.908,1,0
0.36361,1,0
1.6343,1,0
3.3218,1,0
11.091,1,0
0.33865,1,0
0.27239,1,0
0.55363,1,0
11.514,1,0
0.35158,1,0
1.2106,1,0
2.4606,1,0
12.248,1,0
0.37399,1,0
2.7239,1,0
5.5363,1,0
12.982,1,0
0.3964,1,0
4.2371,1,0
8.6121,1,0
13.716,1,0
0.41881,1,0
5.7504,1,0
11.688,1,0
13.766,1,0
0.42034,1,0
5.4478,1,0
11.073,1,0
13.36,1,0
0.40795,1,0
3.9345,1,0
7.9969,1,0
12.955,1,0
0.39556,1,0
2.4212,1,0
4.9212,1,0
12.549,1,0
0.38317,1,0
0.90796,1,0
1.8454,1,0
12.389,1,0
0.37828,1,0
0.63557,1,0
1.2918,1,0
12.597,1,0
0.38465,1,0
2.2245,1,0
4.5213,1,0
12.806,1,0
0.39102,1,0
3.8134,1,0
7.7509,1,0
13.015,1,0
0.39739,1,0
5.4024,1,0
10.98,1,0
17.946,1,0
4.9581,1,0
11.642,1,0
18.967,1,0
17.047,1,0
4.6772,1,0
9.7642,1,0
15.419,1,0
16.147,1,0
4.3963,1,0
7.8859,1,0
11.871,1,0
15.248,1,0
4.1153,1,0
6.0076,1,0
8.3234,1,0
14.349,1,0
3.8344,1,0
4.1293,1,0
4.7757,1,0
14.723,1,0
3.8531,1,0
5.305,1,0
7.1577,1,0
15.417,1,0
3.9467,1,0
7.2443,1,0
11.022,1,0
16.11,1,0
4.0403,1,0
9.1835,1,0
14.887,1,0
16.804,1,0
4.1339,1,0
11.123,1,0
18.751,1,0
16.889,1,0
4.2306,1,0
10.782,1,0
17.958,1,0
16.57,1,0
4.3295,1,0
8.9215,1,0
14.061,1,0
16.25,1,0
4.4284,1,0
7.0609,1,0
10.164,1,0
15.931,1,0
4.5272,1,0
5.2003,1,0
6.2662,1,0
15.717,1,0
4.5424,1,0
4.8886,1,0
5.6093,1,0
15.662,1,0
4.4321,1,0
6.9,1,0
9.8134,1,0
15.608,1,0
4.3219,1,0
8.9115,1,0
14.017,1,0
15.553,1,0
4.2116,1,0
10.923,1,0
18.222,1,0
18.737,1,0
17.823,1,0
16.964,1,0
17.607,1,0
18.408,1,0
17.412,1,0
16.211,1,0
8.9535,1,0
0.94579,1,0
14.276,1,0
13.579,1,0
12.925,1,0
14.71,1,0
16.75,1,0
14.854,1,0
12.509,1,0
6.8217,1,0
0.7206,1,0
9.8148,1,0
9.3358,1,0
8.8857,1,0
11.813,1,0
15.092,1,0
12.296,1,0
8.8067,1,0
4.6899,1,0
0.49541,1,0
5.3535,1,0
5.0923,1,0
4.8467,1,0
8.9152,1,0
13.434,1,0
9.7376,1,0
5.1046,1,0
2.5581,1,0
0.27023,1,0
0.89225,1,0
0.84871,1,0
0.80779,1,0
6.0178,1,0
11.776,1,0
7.1794,1,0
1.4025,1,0
0.42636,1,0
0.045038,1,0
0,1,0
0,1,0
0,1,0
5.4383,1,0
11.444,1,0
6.6678,1,0
0.66205,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.4383,1,0
11.444,1,0
6.6678,1,0
0.66205,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.4383,1,0
11.444,1,0
6.6678,1,0
0.66205,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.4383,1,0
11.444,1,0
6.6678,1,0
0.66205,1,0
0,1,0
0,1,0
17.741,1,0
12.522,1,0
6.95,1,0
6.6994,1,0
7.0041,1,0
6.6251,1,0
6.168,1,0
3.4067,1,0
0.35986,1,0
13.517,1,0
9.5407,1,0
5.2953,1,0
5.597,1,0
6.3732,1,0
5.6517,1,0
4.7594,1,0
2.5956,1,0
0.27418,1,0
9.293,1,0
6.5593,1,0
3.6405,1,0
4.4946,1,0
5.7423,1,0
4.6784,1,0
3.3508,1,0
1.7845,1,0
0.1885,1,0
5.0689,1,0
3.5778,1,0
1.9857,1,0
3.3921,1,0
5.1114,1,0
3.705,1,0
1.9422,1,0
0.97334,1,0
0.10282,1,0
0.84482,1,0
0.5963,1,0
0.33095,1,0
2.2897,1,0
4.4805,1,0
2.7317,1,0
0.53362,1,0
0.16222,1,0
0.017136,1,0
0,1,0
0,1,0
0,1,0
2.0692,1,0
4.3543,1,0
2.537,1,0
0.2519,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
2.0692,1,0
4.3543,1,0
2.537,1,0
0.2519,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
2.0692,1,0
4.3543,1,0
2.537,1,0
0.2519,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
2.0692,1,0
4.3543,1,0
2.537,1,0
0.2519,1,0
0,1,0
0,1,0
17.497,1,0
9.4762,1,0
0.81809,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
13.331,1,0
7.2199,1,0
0.6233,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
9.1652,1,0
4.9637,1,0
0.42852,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
4.9992,1,0
2.7075,1,0
0.23374,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.8332,1,0
0.45125,1,0
0.038956,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
18.45,1,0
10.019,1,0
0.86496,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
14.057,1,0
7.6336,1,0
0.65902,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
9.6644,1,0
5.2481,1,0
0.45307,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.2715,1,0
2.8626,1,0
0.24713,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.87858,1,0
0.4771,1,0
0.041189,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
18.282,1,0
9.9464,1,0
0.85869,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
13.929,1,0
7.5782,1,0
0.65424,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
9.5763,1,0
5.21,1,0
0.44979,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.2235,1,0
2.8418,1,0
0.24534,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.87058,1,0
0.47364,1,0
0.04089,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
16.268,1,0
8.8605,1,0
0.76494,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
12.395,1,0
6.7509,1,0
0.58281,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
8.5216,1,0
